review,sentiment
"THHE2 is entertaining in that you'll laugh a lot and cringe and probably say ""oh sh*t!"" and ""get your face away from the goddamn hole you dumb**s"" or things along those lines but I don't know if its really worth seeing- I was very annoyed throughout the entirety with the horrible military characters who don't seem to know the first thing about combat.<br /><br />Yes there was more violence, gore, and a higher body count than the first one but I am still am debating whether that cancels out my feeling throughout the whole movie about how ridiculous it is (and not a good ridiculousness like Dead Alive or Feast). My time would have been better spent watching Aja's remake for the 5th time.<br /><br />So go for some laughs, or go for some gore, but don't go hoping to come out of it satisfied.",negative
"A wonder. One of the best musicals ever. The three Busby Berkely numbers that end the movie are spectacular, but what makes this film so wonderful is the incredible non-stop patter and the natural acting of Cagney and Blondell. (Keeler is also lovely, even though she may not have been a great actress). There's a freshness in the movie that you don't see in flicks today, much less in the usually stilted 30s films, even though the plot, involving the setting up of movies prologues, is quite dated.",positive
"So I'm looking to rent a DVD and I come across this movie called 'End Game'. It stars James Woods and Cuba Gooding JR and has the synopsis of a taught political thriller. Well worth a look then. Or so I thought.<br /><br />Boy, was I wrong.<br /><br />End Game has just about the most ridiculous plot I have ever had the displeasure of enduring. Now being something of a whodunnit, I can't really tear into it as I would like without 'ruining' it for those who have yet to experience this monstrosity. But questions such as 'Why has he/she/they done this?', and 'Where on earth did they get the resources to pull this off?' are all too abundant following the film's unintentionally hilarious conclusion.<br /><br />As for the acting - you know those films where you can almost feel that an actor's realised that they've made a terrible mistake in signing on for a movie, and this then shows in their performance? This is one of those. Accompany this with a laughable script and seriously flawed, irritating direction and you have the recipe for cinematic poison.<br /><br />Of course, this didn't make it to the cinema, and for the same reason you should not allow it into your living room; it is appalling.",negative
"So you think a talking parrot is not your cup of tea huh? Well, think again. Paulie is a wonderful film filled with touching moments.The characters are all lovable especially Paulie as he enters the lives of many people on his journey.It is journey worth experiencing. Don't miss it! It is available on home video.",positive
"This show is so full of action, and everything needed to make an awsome show.. but best of all... it actually has a plot (unlike some of those new reality shows...). It is about a transgenic girl who escapes from her military holding base.. I totally suggest bying the DVDs, i've already preordered them... i suggest you do to...",positive
"Based on an actual story, John Boorman shows the struggle of an American doctor, whose husband and son were murdered and she was continually plagued with her loss. A holiday to Burma with her sister seemed like a good idea to get away from it all, but when her passport was stolen in Rangoon, she could not leave the country with her sister, and was forced to stay back until she could get I.D. papers from the American embassy. To fill in a day before she could fly out, she took a trip into the countryside with a tour guide. ""I tried finding something in those stone statues, but nothing stirred in me. I was stone myself."" <br /><br />Suddenly all hell broke loose and she was caught in a political revolt. Just when it looked like she had escaped and safely boarded a train, she saw her tour guide get beaten and shot. In a split second she decided to jump from the moving train and try to rescue him, with no thought of herself. Continually her life was in danger. <br /><br />Here is a woman who demonstrated spontaneous, selfless charity, risking her life to save another. Patricia Arquette is beautiful, and not just to look at; she has a beautiful heart. This is an unforgettable story. <br /><br />""We are taught that suffering is the one promise that life always keeps.""",positive
"OK - you want to test somebody on how comfortable they are with their adolescence and the embarrassing and maniacal changes therin - then get their immediate reaction from watching this uproarious doc about kids making socially relevant horror flicks in the suburban 80's. More than any movie I has ever seen, the film deals with burdening sexuality and ego in a way that is completely human, never dull, and flushed in the kind of inherent goodness of youth that is discolored by the fear-frenzied adult world where any quirk in youth is accredited to anything from insanity to perversion. Mini-mogul Darren Stien seems to be reaching for a deeper understanding of his triumphs and misgivings as the patriarch of strict kid's world. What he finds in himself and others isn't always pretty - but shows how one can improve and reconcile with age. What does change mean without reflection. I love this movie.",positive
"I am from the Dallas/Fort Worth area and lived in Arlington for a few years. This movie was way off as far as making it look like Arlington. I saw mountains in the background of one scene! Texas doesn't have mountains. I guess that happens when a movie that is supposed to be in Texas is filmed in Canada. The accents are also really bad. They should have gotten actors from Texas to play the parts. There a lot of aspiring actors from Texas out in Hollywood. The movie is really sad though, because it is a true story. I pray that the killer is found and convicted. The one good thing is that bc of her death, we now have the Amber Alert to help find missing children quickly after they are abducted.",negative
"This movie is really nothing besides an admittedly well-crafted series of tense sequences punctuated with an inevitable ""gotcha!"" at the end of each. Really, there is no character development and no real plot to speak of. There are only the most skeletal of motivations for the characters to do anything while they trudge forward to their unavoidable dooms. It's all just an excuse to show a creepy ghost kid (who seems to have gotten some of the family cat mixed up in his ectoplasm) and his ghost mom (with long black hair hanging in her face kind of like ""The Ring"") take down a bunch of cardboard cut-out, two-dimensional excuses for human characters.<br /><br />This English-language version of ""The Grudge"" is the equivalent of cinematic junk food; satisfying momentarily, but not really what you ought to be living on.<br /><br />Not recommended.",negative
"Getting lost in space frozen for 15 years, that's unlikely. Falling into a star... improbable. Falling into it the day it goes supernova and explodes... ludicrous. Getting rescued by a ship just then... priceless.<br /><br />No, it's not Zaphod Beeblebrox's Heart of Gold to the rescue. It's also not the Parent of the Year awardees. After sentencing her daughter to two years' solitary confinement on an abandoned spaceship, the mother encourages her to get drunk and wander off alone with the strange man they've picked up. This foreshadows their prowess in hand to hand combat, which makes up most of the film's action. Combat highlights include for example the psycho talking close up face to face with one woman while blindly pointing the gun behind him at the other about six inches away, who obligingly simpers in the line of fire.<br /><br />In the end, the family of three abandons the metropolis-sized ship they were planning to use to observe the supernova until the last instant because it is too slow to escape the blast wave, instead using the psycho's fighter ship which they've refueled in one minute with 1600 pounds of gas propellant from a 0.7-kiloton missile. You have to love those hard sci-fi statistics! <br /><br />As long as Hollywood treats writing as an irrelevant frill, they'll continue making movies not fit to run at 3 am on the Sci fi channel.",negative
"so yes it is quite nostalgic watching the 1st episode because this is the one episode i definitely remembered. i enjoy watching the first season and yes compared to the action packed shows we have now this show seems lame. but frankly i like the ""less violent"" part of the show and the story line has more substance than the new ones now. I thought it interesting that Belisario's Airwolf and JAG have similar theme - the lead actor (Hawke and Harm) both are looking for an MIA relative (brother, father). wonder if Robert Belisario's personal life mimics these 2 shows' theme.<br /><br />Question - does anyone have pictures of Hawke's cabin. I love that cabin (kinda like a dream cabin of mine) and that is one of the scenes i remember about Airwolf.",positive
"Moonwalker is probably not the film to watch if you're not a Michael Jackson fan. I'm a big fan and enjoyed the majority of the film, the ending wasn't fantastic but the first 50 or so minutes were - if you're a fan.<br /><br />I personally believe the first 50 minutes are re-watchable many times over. The dancing in each video is breathtaking, the music fantastic to listen to and the dialogue entertaining.<br /><br />It includes many of his finest videos from Bad and snippets from his earlier videos. It also includes some live concert footage.<br /><br />If you're a big fan of Michael Jackson this is a must, if you're not a fan/don't like Michael Jackson, steer well clear.<br /><br />9/10",positive
"The first time I had the window of opportunity to see this all but forgotten classic was back in the early 1980's,at one of our art houses as a revival. As I watched this fever dream of an exercise in 1930's sexuality, I thought YOWZA! They got away with murder in Europe back in the day. Unfortunately, this film was heavily cut in it's original U.S. release by the blue nosed Hayes Office (the staunch government censorship board,started by the ""holier than thou"" Bible thumper, Will Hayes...a former Post Office official,if you can believe that),due to it's overall theme of human sexuality (Heaven's forbid humans actually had sex in the 1930's). The plot of Ecstasy concerns a young woman (played by Hedy Lamarr)who marries a much older man,and later regrets it. She (Lamarr)meets a handsome younger man & has an affair with him, resulting in a divorce from previous husband (another no no in Hollywood movies back then---Divorce!). Despite the fact that the film was produced in 1933, it was probably the director's first time working in the sound format (i.e. the film seems to possess techniques that were used mostly in silent films---i.e. 1920's expressionism's). It's still worth searching out for a window into early European talking pictures,along with Luis Bunuels L'Age Dor (1930),and Karl Gustav Dryer's 'Vampyre' (1931). Not rated,but contains that infamous nude swimming scene & some thinly veiled sexual references, which would fare little more than a PG-13 by today's standards (but would have easily landed the dreaded 'X',back in the 30's,if it existed then)",positive
"There is a reason to call this a teen flick. Out of 100 possible points I would put it somewhere in the teens. It is predictable, the acting is horrible, especially the minor roles, and above all else it is super predictable. The ending is so hokey that I should have left early and maybe it would have passed. By the way, could you call the male lead a pervert? I bet if it really happened, someone in my school district would have said so. Finally, in the school I grew up in, even though the average class had over 1000 students, we could have picked out a chump like Josie as being a fraud and we would have singled her out of the crowd. My final word is save your time, when it comes on TV watch something better, like the stock quotes.",negative
"Creepy & lascivious wolf. The young ""Red"" is wearing full make-up, and extremely short shorts & robe. Got about 20 minutes through and realized it could be a pedophile's dream come true. The ""up-beat"" music sounds a lot like something I'd hear at a strip club. I actually think this movie is a sick joke - it's not a family movie. Gross, glad I was watching this with my daughter, I don't want her to think it's normal for families to view quasi kiddie porn together. Very bad, Very sad it's sold as a family film, Joey Fatone will probably be embarrassed he was in it. And what's with advertising it as a ""special effects spectacular""??? The effects do look low budget, gawd awful.",negative
"Why oh why don't blockbuster movies simply stick to their selling point? Everyone in the cinema, young and old, was there to see talking animals make jokes, and whilst they did that we were all happy... And then, as with Lost In Space, came the two killer blows - plot and sentiment. Who really cared what happened to the tiger or whether Eddie Murphy made up with his daughter? Not me, that's for sure.",negative
"The above seemed a much more appropriate title when me and my suicidal underlings decided to watch this masterpiece of modern bullshit <br /><br />Erotic,Scary, Suspenseful, Well thought out, these are all the things this film fails to be.<br /><br />It is however incredibly funny, the slow sound effects and bad dubbing add to this to make one of the greatest comedies I have seen in recent years. And yet this film doesn't even try to be funny and that is one of the movies grand achievements, it becomes a comedy without even attempting to amuse.<br /><br />Throughout the film an old guy who looks amazingly like Santa Claus goes around ploughing over zombies and smashing vampires into the ground. This made me fail to believe the films title, if this was vampires vs zombies why were the vampires and zombies not fighting? Oh well whatever, besides there were more flaws to this rental than the title. Such as this one; there has been a virus sweeping through America creating zombie like beings who go around acting a lot like your average tourist. And yet there's only four zombies in the entire film. Another problem is besides one shop everywhere is deserted. Surely you'd see zombies roaming about in the woods or in the background a bit. In fact I believe they just drove around in a circle of forest over and over again since they didn't have a high enough budget to film in a wider location, that or the director didn't want to waste his precious time filming in different areas of wood he was to busy sitting in a trailer jerking off to be bothered with such trivial matters.<br /><br />In fact the director had so much fun doing this that he didn't have enough time to hire a big enough cast or even an editor. And so he told the eight members of the cast to dress up as different people and try not to act inconspicuous, whilst I assume he changed his name and began randomly snipping at the film reels ""editing isn't a hard job anyway right?"" The only reason this ""movie"" found it's way into our bag was because somehow we got it confused with Freddy vs Jason, strange how these things happen isn't it. And the only way we made it though the night was by strapping gas masks on and bolting them to our skulls to avoid the stink of this nauseating mess.<br /><br />Oh yes we did laugh at the end, but I'm sure one does that a lot when he has lost his sanity...................",negative
"I'm working my way through the Horror Classics 50 Movie Pack Collection and THE MAD MONSTER is one of the movies in the set.<br /><br />I am sure that George Zucco was a good actor; but, this was only the second film in which I saw him, the first being DEAD MEN WALK, in which he played two parts. However, even good acting couldn't save THE MAD MONSTER.<br /><br />Zucco plays a mad scientist, Dr. Cameron (who was banned from academia because of his unethical and inhumane experiments). He believes that he can control evolution by bringing out the characteristics of one animal into another.<br /><br />In this case, like so many others of its ilk, it is a transfusion of (I assume) wolf's blood into humans. His goal is to create an invincible army, which he can control through the antidote. The subject of his experiments is his hired hand, a retarded gardener, whose dialogue slows down this snail-paced classic to almost a full-stop. <br /><br />Beyond his experiments, Dr. Cameron also plots revenge on those who discredited him, using his transformed gardener. However, he loses control of his subject, who begins to transform without the transfusion -- yikes! <br /><br />The werewolf transformations are classic Hollywood stop-action / makeup effects. No doubt these were groundbreaking techniques of the time; but, in today's digital age it's hard to imagine audiences being scared by this.",negative
"This is just a long advertisement for the movie ""The Death Tunnel"". Although it is an interesting history of the Waverly Hills Sanatorium, the whole ghost theory is up to your interpretation. More ""Ghost Orbs"" which you can duplicate with dust in front of a flash camera, and the ""Ectoplasmic Mist"" is just someone's cigarette smoke lit up with the camera flash. I couldn't see any ""Shadow People"" until they drew an outline around the blurry distortion of the image. No scientific explanations were suggested for the phenomena, only paranormal. Perhaps these are only events one would have to see to believe, so be sure to make plans to visit the Sanatorium on your next vacation in Louisville, Kentucky.",negative
Definitely one of the most witty and twisted who-dunnit I ever seen. Christopher Reeve and Micheal Caine were brilliant and kept me going through the whole affair. <br /><br />Very classy set pieces and the props really lend a sense of atmosphere to the proceedings. The minimalist feel works for the whole picture.<br /><br />My only complain isn't with the film itself but the lack of a decent widescreen edition of the movie on DVD. I own the fullscreen version (which proves I love the film enough to endure fullscreen presentation) but a awesome Deluxe or 'special' edition would most surely get my cash.,positive
"It's nice to see Julie Andrews trying a straight dramatic role here--something she hadn't done in awhile--but her character of Judith(wise they didn't try to pass her off as a 'Judy')has the old refined manners and tomboyish hairstyle of yore, and Andrews enacts 'grown-up' as any other actress would interpret frigid. It's a surprisingly bland drama set in Barbados involving Omar Sharif(not the liveliest leading man around--not even in 1974!)hoping to make Andrews a spy while also slowly leading her into the proverbial bedroom. Unmemorable outing does have some camp value: the James Bond-like credits at the beginning are a cheesy hoot. As for Julie: she's quiet and contemplative, but that doesn't do much for the audience, or for the film. Blake Edwards paces the freakin' thing like a funeral. * from ****",negative
"Well, basically, the movie blows! It's Blair Witch meets Sean Penn's ill conceived fantasy about going to Iraq to show the world what the ""War on Terror"" is really about. The script sounds like it was written by 8th grader (no offense to 8th graders); the two main actors over-act the entire film; they used the wrong kind of camera and the wrong type of film(not that i know anything about those things--but it just didn't look like real documentaries I've watched), and worst of all Christian Johnson took a great idea and made it suck. It reminded me of the time I tried to draw a picture of my dog and ended up with a really bad stick figure looking thing that looked more like a giant turd. I'd rather watch the Blair Witch VIII, than sit through that again.",negative
"Low budget, mostly no name actors. . . this is what a campy horror flick is supposed to be all about. These are the types of movies that kept me on the edge of my seat as a kid staying up too late to watch cable. If you liked the 80's horror scene this is the movie for you.",positive
"Of course the plot, script, and, especially casting are strong in the film. So many fine things to see. One aspect I liked especially is the idea of the antagonist--Luzhini's (Turturro's)--ex-mentor working his evil on the sidelines. His chess opponent--an Italian dandy in three piece and cane--turns out to be a real gent, and a truly fine chess player. To his credit the ""opponent"" nobly goes along with the plan at the end to complete the final game for the championship posthumously (Luzhin has taken a flyer out a window--sad, but so releasing to him)by way of the unstable genius' widow (Emily Watson.) In death, then, because of the gallantry of an honorable chess master, Luzhin's defence (which he worked out in a late moment of lucidity) is allowed to be played. The Italian gent commends the play and calls it brilliant. Talk about a dramatic ""end game!""",positive
"""A Minute to Pray, A Second to Die"" is a quality spaghetti western with a solid cast and an interesting storyline. It is filmed beautifully, with a relatively high production value for a film in this genre.<br /><br />Alex Cord does a terrific job portraying Clay McCord, an outlaw who is suffering from increasingly debilitating seizures. He is seeking amnesty before his enemies close in on him, but is being too cocky for his own good when he asks for it. Robert Ryan delivers the best performance in the film as the governor of New Mexico. Mario Brega and Arthur Kennedy are also great here.<br /><br />This movie is very good, but it doesn't stand out to me as being one of the best spaghetti westerns out there. It's lacking too much in style to be in the same league as any of the great ones. It does have some cool spaghetti overtones, but overall it's a bit too much like an American western. This is especially evident in the music score, which is OK as movies go in general, but pretty dull by euro-western standards. The soundtrack kind of reminds me of the music from ""The Unforgiven."" Although there is an interesting story here, it is told in a manner which is a bit too conventional for my tastes. If a spaghetti western fan and a Hollywood western fan had to watch a movie together, this one would be the perfect compromise.<br /><br />All of this is not to say that anyone should avoid this film. I did enjoy watching it very much. As I said, it is a very well-done film and I recommend it to anyone who likes westerns, spaghetti or otherwise.",positive
"Great characters, great acting, great dialogue, incredible plot twists in plain language one of the best shows I've ever seen in my life. Do yourself a favor and watch this show, you won't regret it. This show re-writes the book on Sci-Fi!",positive
"I highly reccommend this movie. It blurs the line between childhood fantasy and everyday reality in such a seamless fashion that it has to be seen to be believed. The actors and director have such perfect timing that in one scene a name calling fight becomes a sort of dance. I loved the story line, the actors, everything. While I do think there were one or two decidedly cheesy scenes, over-all the movie was impeccably done.",positive
"I am not one of those people that will walk out of a movie that was based on source material and automatically say, ""The book was better."" I know better than to demote the value of a movie just because it wasn't a faithful adaptation. There is a lengthy process and lots of decisions that go into making a movie that are sometimes out of the director's/editor's/cinematographer's/producer's control and certainly out of the original author's control. Therefore, it is unreasonable to expect a movie to be exactly the same, word for word, as a book or play or video game or Disneyland Ride, or whatever! A movie should be judged on its own standard and how it fits in society. Moreover, a successful movie should be made because the material is relevant to the society which it belongs and, if it is based on source material, its relevance needs to be reexamined and enhanced by the filmmakers. <br /><br />Films like There Will Be Blood follow this paradigm because while it was based on a novel written at the turn of the century, Oil!, it feels relevant because of things like the Iraq war and energy concerns that the film's country of origin, the US, was and is experiencing. Even King Kong, based on the original film, benefits from using new technology and concerns of animal rights that people have.<br /><br />With that said, I just don't understand why they even bothered to make this movie? Besides the great performances, guaranteed Oscar nods and Shanley's director/writers fee and royalties he will get, this movie seems to come from nowhere. It should have simply stayed as a play. The movie (which is essentially the same as the play) says nothing new about the reprehensible sexual atrocities committed and in many cases covered up by the Catholic church here and abroad. It says nothing new or different than the original play. I can't help but compare this movie to another movie that came out at around the same time: Frost/Nixon, which was also based on a play. Frost/Nixon, while about Nixon's regrets, seems relevant because it seems to have come at a time when President Bush was about to leave office. The regrets that Nixon had, as depicted in the play/movie, about the war and his presidency could just as easily reflected on Bush and his presidency. In that respect Frost/Nixon seemed more relevant and actually benefited from a wider distribution via film because it got people talking and reflecting about the political status quo in the country at the time. In contrast, Doubt felt like it was yesterday's news and didn't seem to offer anything that the play didn't offer.<br /><br />Of course the movie is ""good,"" the performances are outstanding, and the screenplay adaptation is apt, but so what? Why didn't it just stay as a play? Why, besides marketing and financial reasons, make it into a movie? It gave audiences nothing new to discus about the awful subject.",negative
"This is probably the best cinematic depiction of life in a Manhattan ad agency: the pressure to perform; client and agency demands; the parties; the creativity; the money; the cool surface with powerful corporate undercurrents. <br /><br />Toss in parenthood for Dustin Hoffman. <br /><br />The movie is textured and deep. It follows his internal relationship as he tries to understand and live with what's going on; his relationship with Meryl Streep (and her friend, who becomes his friend), and his the relationship with his son. <br /><br />While Meryl Streep was great, did she set the record for least screen time to win an Oscar? She sure can deliver when she is on, though.",positive
"...un-funny and un-entertaining, possibly the worst movie I have ever had the misfortune to watch. Think 'Ernest goes to..' humour done even worse. Myself and my girlfriend sat through it just to see if it could be as consistently dire as it seems in the opening sequence... Yes it is. Avoid at all costs.",negative
"I was particularly moved by the understated courage and integrity of l'Anglaise, in this beautifully acted, intellectually and visually compelling film. Thank you so much, Monsieur le directeur Rohmer.",positive
"It is a shame that a movie with such a good cinematography as this one had no plot to be supported by the work of Sarah Cawley (cinematography) and Adam Lichtenstein (Film Editing), and above all, no sense of what goes on in Mexico City. The movie tries to be a very realistic depiction of life in city, but it is unable to do it. It is a shame, a lot of film wasted. An American woman tries to find her brother who has been kidnaped. The first account of the story is powerful and interesting, very realistic, but it seems that there was no effort to come with a better narrative of the ordeal, especially when it comes to the issue of the attitudes of the US embassy personnel in Mexico City, when dealing with an issue like this one. Compare, as an example, with Frantic(1988), which deals with a similar issue. Something similar can be said of the role of local authorities. Compare, as an example, with Todo el Poder (1999). The movie is worth watching if you want to get a sense of the looks of the City itself, paying little or no attention to the rather weak ""plot"" and the many twists that require a rather extensive suspension of disbelief. Who is going to believe that a Mexican patrol from Mexico City is going to go all the way to catch the main characters to the Mexico-US border? And that this policeman is going to be able to use its radio from the border to Mexico City! Only the producers of this movie. It is worth mentioning that unlike Frida and other movies about Mexico at least in these one Mexicans talk Spanish.",negative
"This movie could have had a lot of potential. Certainly with today's technology, one would expect real special effects. But movies are not made with special effects alone, of course acting is needed. This film lacked both!<br /><br />First, let me say to those who are upset with this not following the bible: why can't a movie take artistic license? If you want to know about the story of Moses, read the bible. I have seen very few movies that follow a true story fact by fact. Look at of movie from its artistic quailities.<br /><br />In viewing this movie, you will inevitably compare it to the 1956 version. It fails miserably in that. Heston and Brenner had PRESENCE. They became their roles. You don't see this here.<br /><br />Even if you don't compare, standing on it's own, this movie to too rushed. Parts where a scene should be developed, it does not. It becomes boring.<br /><br />My advice: skip this and watch the other. As campy as the other is, it's far and away the better movie.",negative
"This is my kind of film. I am fascinated by strange psychotic nightmares and this movie is just that. But it is also a dark comedy. While I see it mostly as a horror/thriller, there will be others who might see it as a black dramatic comedy.<br /><br />But either way, it is a fascinating descent into madness. The ending caught me off guard, but what an ending! It leaves the viewer a lot to think about.<br /><br />Powerful performances, a complex and detailed plot, a great script filled with dread and dashes of humor, and an eerie atmosphere make this a film worth watching.<br /><br />Personally, I think that I will need to watch this several more times to pick up and understand all the subtleties that are within. But it is such a film that it will be a pleasure and not a chore so to do.",positive
"""This Man's Navy"" is, as other comments have indicated, a rare and well-filmed look at Navy lighter than air (LTA) activities. The LTA crews were justly proud that the convoys they shadowed never lost a ship to submarine attack. And the filming at the various NAS locations give a valuable glimpse at a type of aviation that is long gone. However, the first half of the movie is all about Beery, his relationship with his service pals, and him meeting the Tom Drake character and his mother, and getting Drake's leg fixed. Only then does the second film start. The second film is mostly LTAs in action, taking on a surfaced sub, guys get killed and much damage is caused. The look is fairly gritty and realistic, I imagine. Then we shift to Southeast Asia. Did the Navy have LTAs there? Never mind, this part is really wild, with a blimp being used to extract some downed aircrew from the jungle. And the Japs are shooting like mad. Shades of Vietnam, except the getaway is oh, so leisurely. This is a blimp we're talking about. In the end, a feel-good WWII drama about a very unusual part of the war.",positive
"I am a big fan of Fred MacMurray and Carole Lombard. And, in addition to them, Charles Butterworth (a very enjoyable supporting actor) was in this film,...so why didn't I particularly enjoy it?! Well, despite a good cast, this is one of the poorest written and most clichéd ""A pictures"" I have ever seen. Given the talent and money spent to make this film, it is shocking how slip-shod the writing was. I knew the film would be tedious when time after time early in the film I found myself predicting EXACTLY what would happen next--and I was always right! And this isn't because I am some sort of ""movie savant"", but was because almost no imagination or effort went into it. In fact, it seemed almost as if the film was just a long string of clichés all strung together! Also, I found it a bit irritating that Fred mistreated Carole so bad throughout the film and yet, true to convention, she came running to him in the end. Uggh! There is MORE suspense in a Lassie film (""will he bring people to rescue Timmy or will the rope he is dangling from break?"").<br /><br />Despite the very, very tired and clichéd script, there were a few positives about the film. It was pretty cool seeing Fred look like a broken lush at the end of the film--it was pretty believable and he looked like he hadn't eaten, shaved or slept in days. Also, Charles Butterworth's ""prattle"" did provide a few mildly humorous moments. But all this just wasn't enough to make this film look any different than a ""B movie"". It's a shame,...it could have been so much better.",negative
"Well. Where to begin. Let's just say this; avoid this movie at all<br /><br />costs. It's based on a cartoon series. The movie makes the cartoon look<br /><br />like Hamlet. Filled with emasculated actors who seem embarrassed to be<br /><br />here, lousy camera work, terrible music, and enough product placement to<br /><br />make you want to never visit Yahoo! again, this movie is really the<br /><br />bottom of the barrel. To quote the New Yorker, Matthew Broderick and<br /><br />Rupert Everett mug their way through this picture with the gay abandon<br /><br />of men who have spotted a rare species of paycheck in the distance.""<br /><br />They should pay us some of the millions they earned for watching it.<br /><br />Awful.",negative
"I am in a movie club at my school and I was forced to sit and watch this utterly dismal film. The film's story is not dismal, but the entire movie itself is exceedingly dismal. The acting was absolutely dreadful. The children were overly whiny. A metal pole could have done a better job. I wanted desperately to fall asleep, but because the television was so loud, I was kept from peace. The monkey's are neither cute, nor are they funny. The drama is laugh-worthy. I cannot remember when I saw a more dreadful film. The story is weak, thin, predictable, and completely fake. The adults try to be good actors, but they just can't seem to break through stereotypes. The girl even appears to want to leave the film via falling off a hill during the movie in order to leave it, I don't blame her. Micheal Anderson should publicly apologize for this film. Not just to me, but to everyone else who was forced to sit through this awful film. In fact, I apologize to you. Even if I had nothing to do with this project, I apologize for this film, because this means at least someone will. This film even surpasses the dismalness of films that of Rob Schneider and the Cheetah Girls. I would even go as far to say that it is even worse that Hilary Duff's collection of films, but that's pushing it. Just please don't see this film, or else you'll be pushed to write a review similar to this one on how awful this film is. I'm very sorry.",negative
"I would reccomend this film to everyone. Not only to the fans of the rocker Luciano Ligabue, but to all film-buffs. Because it's sincere, moving, funny and true. Because Ligabue is a born storyteller and a film lover, and every frame of his film is made with love and care. Because his characters are loved and ask to be loved. Because most of the Italian debut films are lousy and this one, done by an outsider, is a real joy to watch and to listen at. Because Stefano Accorsi is gorgeous and reminds me of Andrea Pazienza, who was, like Freccia, beautiful and talented and good and lost his life because of the heroin, that Ligabue shows as it is, unglamorous and ugly, without indulging in easy moralisms. Because it's a film that speaks to our heart, our ears, our souls. And because I lived the experience of the FM radios and it was exactly like that. Thanks, Luciano!",positive
"I am a longtime fan of the original of this movie (Bella Martha/Mostly Martha), and everything that makes that movie great and enjoyable to watch is missing from this one. I miss the slow pace, the build-up of characters and their style in small gestures, the dominance of lights and moods and moves over dialog. I don't think that the story itself is enough. Martha/Kate is more secluded, and Mario/Nick is not a clown. In most of the cases the things that makes one scene great in the original, its is not working in its copy here. The small alterations take away the tension. My opinion is that you should go and see the original. It'll worth the inconvenience of subtitles.",negative
"""Landscape after a battle"" opens with escaping prisoners over a snowy field full of fences - in rather funny movements accompanied by Vivaldis Four Seasons. A touching opening. But we soon enough learn to know these prisoners as a mob, and when they (also treated humouristic) burry a man alive, the protagonist stops for a moment, but is soon more engaged in finding books from the turndowned camp than caring about his neighbour.<br /><br />The rest of the film is set in an American camp from where the prisoners are not released, in some kind of semi freedom, semi camp. A perfect set for a study of war criminality, American camps, Polish nationalism, Catholisism, grief and human misery in general.<br /><br />Film makes an important turn. In comes women, and with them film changes light, colour and temper. At the same time it turns out that these prisoners were slaves in Holocaust. I think a main underlying political theme of the film must mankind's treatments of Jews under and after the world war, and not only the Nazi exterminations, but mankind letting it happen - and even forcing them out of Europe after the war. On an emotional level the film is about grief and the problem with letting grief come, how environment makes grief difficult, and how difficult it can be to share grief for people with different experiences. <br /><br />But the film is a carpet of underlying contradictions,humour, irony and sudden beauty. A couple of times during the film a gypsy prisoner plays on an harp, an emotional tune brutally rejected (filmatically speaking) by the protagonist. That example picks up an important essence of the film's style and theme. When it comes to humour its very comic how the protagonist constantly looses and finds back his glasses, in crowds, in hay stacks etc.<br /><br />Its not hard to understand Spielberg's respect of Wajda when you see this film. The great treatment of light can be compared with Spielberg on his best. The Grunwald intermezzo speaks for itself. Narrativly it only brings the film out of the camp, but filmatically it brings the film to dream and eternity with profound beauty. Anyhow, there is also another scene I can't let go without comment. Its the Christian Supper. Undoubtly ironical, but simultaneously deeply religious we see the transsubstantiation moment, everybody falling on their knees, while the protagonist is saved from isolation by the priest to serve as a comic altar boy. His bells are mocking the scene, but also gives it emotion and love. When Nina gets her bread, sun light falls upon her and bells ring spheric, its the peak moment of the film.<br /><br />Main actors are excellent in their roles. Olbrychski as the perfect Wajda protagonist - the doubting reflecting mind, unable to put all the aspects of his mind and emotion into life. Beautiful Celinska is with great body acting debuting in a character unable to express all her inner in her proud movements.<br /><br />Those who try to describe everything, often are unable to take nothing in consideration. This is what Wajda manages. His films are either very moving, deep or beautifully shot, but pays attention to life's and society's particularity. A moment of joy for one, is the moment of irony for a second, the moment of grief for the third, a moment of nothing for the fourth.<br /><br />There is at least two reasons to pay attention to Wajdas films of this period. First is the remarkable free expression of deep political impact. This country was the first to overthrow communism twenty years later. Second is the development of a filmatic and narrative language that Kusturica has rose to grandeur.",positive
"Oh dear. I was so disappointed that this movie was just a rip-off of Japan's Ringu. Well, I guess the U.S. made their version of it as well, but at least it was an outright remake. So, so sad. I very much enjoy watching Filipino movies and know some great things can come out of such a little country, so I can't believe this had to happen. Claudine and Kris are such big names there, surprised they would be affiliated with plagiarism. To any aspiring movie makers out there in the Philippines: You do not have to stoop this low to make money. There are many movie buffs that are watching the movies Filipinos put out and enjoying them!",negative
